,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance
1717,1,46,6,21252.83,1778.069167,4,5,9,2,24,10.0,6.32,6.0,1,261.57,35.38704561,320,1,32.27022491,34.01539024,351.5213015
2696,0,37,2,8571.29,514.2741667,8,7,24,9,53,25.0,10.09,6.0,0,1716.56,29.12492459,145,2,42.82785524,0.0,249.6702186
6451,5,43,9,87745.92,7166.16,0,1,2,0,3,1.0,11.08,1.0,1,207.0,26.08628173,249,1,0.0,259.2296936,747.3863064
1848,4,22,10,19280.73,1865.7275,5,9,32,2,20,11.0,10.67,10.0,2,2412.06,36.55241374,118,2,17.67703579,63.35229689,355.5434173
4512,2,16,10,69803.6,5801.966667,8,5,23,6,16,13.0,2.8,12.0,2,2693.61,30.19792934,196,2,223.5612695,134.9415925,471.6938047
9269,3,32,0,17576.52,1234.71,4,7,2,3,24,8.0,5.93,3.0,1,235.86,26.26108016,199,1,29.73700692,20.4419812,323.2920119
11780,4,45,1,132239.3764522806,10995.665456608722,1,3,10,3,7,5.1354595367946905,9.68062411161971,3.0,1,69.73070372837631,33.20465346282842,276,1,314.5834339200984,285.5684441599344,744.8330492984433
2431,4,28,2,135907.48,11096.62333,8,5,16,4,26,16.0,17.53,8.0,2,1317.58,39.82608379,230,0,230.8154493,1060.388261,98.45862277
10369,2,34,10,60333.04772984219,4782.3823770955105,5,2,2,1,12,19.07250735387691,3.463262952257935,1.7703928016113393,1,578.5606004781669,26.198980741402753,225,0,75.0414542288681,259.4126222462627,408.4065179941184
4660,5,34,13,37482.98,3399.581667,5,6,6,1,3,12.0,4.73,0.0,1,1433.89,37.60834574,284,1,29.67547632,305.8787968,284.4038935
6622,6,21,2,21419.85,1509.9875,3,3,12,2,10,0.0,0.67,2.0,1,307.94,27.30595016,330,1,58466.0,181.4194432,234.2319549
3435,1,33,3,9349.475,772.1229167,6,6,19,9,39,15.0,24.98,9.0,0,4833.08,29.17082469,46,2,52.06513502,11.12510578,264.0220509
9990,5,24,5,50051.28,3934.94,6,9,34,3,31,25.0,9.0,13.0,0,1936.41,31.01891376,111,2,102.9564408,90.48026635,440.0572929
7347,5,41,9,77457.32,6161.776667,8,8,18,3,59,15.0,15.42,7.0,0,2170.02,33.04864153,223,2,176.5694801,317.5319698,412.0762167
11673,2,23,8,17604.507793862256,1459.6098853897938,1,2,3,0,9,7.144245463158571,8.230655826251839,0.08654727789514283,1,605.9763755936114,35.693847222353575,253,1,1.1116568285526682,69.15471337483285,345.6946182879018
142,7,41,9,38894.06,3010.171667,8,10,32,7,22,21.0,21.29,10.0,0,3997.22,32.06114054,73,2,215.5957113,121.9716904,243.449765
8741,6,44,14,10207.5,842.3276364,7,7,22,5,7,13.0,19.19,7.0,2,2419.86,33.42383518,144,2,82.52658446,67.95366541,254.6796137
5586,5,41,10,19006.52,1551.876667,7,6,15,5,44,17.0,5.69,11.0,0,2930.71,28.14025363,21,2,48.95753866,54.66716942,331.5629586
10910,4,43,4,36929.022556817254,2889.9813527622937,0,5,2,2,4,6.474484773343589,3.9943719369753508,1.6496565155623926,1,257.78621372930047,34.18255263720576,227,1,52.35174046935299,216.73493581348492,298.159741596569
6992,1,29,6,42109.41,3299.1175,7,5,34,7,31,22.0,4.26,11.0,0,2730.76,34.0591879,45,2,128.2122618,71.23504914,370.4644391
8137,3,31,10,30979.28,2367.606667,5,3,22,7,17,16.0,9.75,5.0,2,1317.34,27.5850301,171,2,177.3730333,94.86187255,214.5257608
9697,1,17,9,14538.09,1422.5075,10,8,22,7,23,21.0,8.6,9.0,0,3609.22,38.75668489,156,2,60.22433609,50.41035107,291.6160628
6804,1,30,12,41398.44,3749.87,8,7,13,6,23,11.0,12.07,7.0,2,1701.88,39.91665517,225,2,182.9766495,42.57571979,389.4346308
6749,7,44,9,46010.4,3815.2,3,6,32,7,15,11.0,18.91,9.0,2,1274.59,28.99860714,133,2,182.1109459,203.3871191,276.021935
6100,4,20,5,13251.57,1220.2975,7,7,6,2,24,19.0,11.3,6.0,2,298.58,26.84003579,357,1,12.55389077,142.9714176,256.5044416
5290,1,39,9,20877.69,1855.8075,8,3,16,4,26,16.0,6.89,5.0,2,560.41,37.87136237,288,1,58.42224632,36.24640617,350.9120975
8203,4,33,0,21366.12,1769.51,4,5,11,-100,17,12.0,7.98,4.0,2,921.38,28.50822098,352,2,65.08973173,92.21545831,289.64581
3409,4,48,7,102260.0,8580.666667,5,5,7,3,29,13.0,18.08,6.0,2,407.46,32.89694601,321,2,233.3445043,617.6352942,287.0868682
1117,5,45,3,7636.4,884.3666667,6,9,20,7,37,14.0,20.33,8.0,0,2614.48,27.20670173,112,2,32.1113474,20.10061756,296.2247017
7936,4,22,12,108691.17,9162.5975,4,2,2,0,4,7.0,1.42,4.0,1,1245.73,34.4132343,386,1,0.0,189.6629091,966.5968409
1756,1,38,3,37486.02,3299.835,3,5,8,3,1,6.0,5.65,2.0,1,358.83,33.85381975,255,1,66.53922204,107.9036633,405.5406147
497,6,32,10,84845.48,7187.456667,4,3,10,3,8,10.0,8.52,1.0,1,5.28,34.21066331,293,1,137.0118815,489.6618473,382.0719379
8170,7,39,8,20695.58,1907.631667,2,2,3,4,12,8.0,11.0,2.0,1,1352.84,33.41222337,236,1,44.09761919,72.15837859,324.5071689
8083,7,35,14,56643.04,4479.253333,6,5,8,2,9,12.0,14.27,8.0,2,1254.91,41.13860113,297,1,76.55115343,109.2807058,502.0934741
870,7,37,11,58604.32,4788.693333,7,7,18,6,41,18.0,8.75,513.0,0,1887.32,23.62920865,239,2,197.4251427,273.7919454,267.6522452
3357,1,28,2,14785.12,1365.093333,6,9,17,5,58,22.0,22.41,17.0,0,4780.8,27.69242966,23,2,43.96605325,99.3682226,273.1750575
912,7,43,3,10389.32,686.7766667,3,6,24,6,5,21.0,10.36,8.0,2,1909.45,29.8487937,167,2,45.26746209,18.94070506,284.4694995
8631,7,24,10,7476.3,636.025,6,8,27,2,15,10.0,11.58,8.0,2,2085.35,31.88092682,153,2,9.718145237,47.99082046,295.8935343
721,5,34,4,19517.56,1535.463333,7,10,23,968,25,16.0,14.19,6.0,2,2673.82,29.36117662,189,2,70.90498386,138.8356912,233.8056583
2805,3,45,2,8779.145,507.5954167,10,6,32,7,27,22.0,3.33,11.0,0,1636.23,33.14818074,95,2,32.40642842,19.33383879,289.0192745
12376,1,47,8,13102.683862859893,1306.750344664273,166,6,7,2,12,13.604032658930091,7.852635664647617,6.402688439286727,1,1026.5832813131956,27.592933945075274,329,1,20.479626662402445,117.30671366011252,277.0608533046303
886,1,24,2,121622.84,10081.23667,0,3,757,2,12,0.0,12.02,1.0,1,1391.33,36.38246349,248,0,173.2882999,96.27524327,978.5601235
11952,3,26,11,40651.74,3238.645,2,3,4,4,11,3.0,10.69,1.6181946606363793,1,231.41,37.41572125111057,364,1,133.1009612,140.49235617464504,310.2711825318277
9149,1,22,1,31272.27,2346.0225,0,6,6,3,3,3.0,11.85,2.0,1,10.89,27.09665322,196,0,49.99591871,160.1919955,294.4143358
10335,0,44,10,39884.83088071316,3119.732958731482,3,3,1,1,12,7.306062291585879,5.339753058549844,3.1530311457929394,1,1259.748847597519,29.251902044583257,385,0,36.73925450693149,296.25574878337017,252.03891553258407
9543,7,33,3,78738.68,6583.556667,9,7,29,2,51,20.0,9.38,11.0,0,1738.0,38.53709639,137,2,97.01484553,183.9535041,627.387317
1520,7,21,0,159958.32,13161.86,5,3,10,1,4,4.0,9.51,2.0,1,803.57,38.07417472,189,1,114.9397067,259.798854,1181.447439
7396,1,45,3,16372.05,1284.3375,10,7,22,5,50,17.0,28.5,10.0,0,3714.43,24.78664325,88,2,65.64577381,132.2423162,210.54566
11299,6,-296,4,166658.68,14058.22333,5,3,12,2,1,6.829092275457848,9.95,1.0,1,959.2,33.90562324706899,270,0,222.2857272,1078.0206954858859,375.5159105531444
2746,1,25,10,40207.94,3068.661667,7,5,26,6,27,19.0,5.07,14.0,0,1914.22,30.620643,168,2,159.6921422,160.9167046,276.2573199
8500,6,34,11,32227.12,2631.593333,1,4,1,2,5,12.0,3.09,4.0,1,48.95,40.10956455,207,1,49.16865304,223.7203034,280.2703769
3545,7,32,1,66979.76,5398.646667,6,10,21,2,32,16.0,0.78,12.0,0,1966.61,37.9384323,134,2,96.2655719,92.83466063,590.7644341
314,6,38,9,17015.66,1332.971667,6,7,28,7,31,18.0,18.41,12.0,2,1987.47,29.70200587,189,2,81.80577883,143.012367,198.4790208
1799,0,19,10,9221.875,598.4895833,6,5,34,4,42,13.0,16.48,9.0,2,2374.03,35.85802582,192,2,28.98776262,21.41002487,299.4511708
327,7,26,10,113207.36,9137.946667,1,5,3,3,8,4.0,10.96,0.0,1,1289.91,26.54508837,357,1,221.7456272,810.466839,161.5822004
3757,6,25,11,48706.59,4170.8825,10,7,34,4,28,17.0,18.63,8.0,2,2630.08,24.98676921,196,2,120.8252949,136.8251483,409.4378067
9318,0,44,8,19631.26,1724.938333,2,4,9,4,3,4.0,11.51,4.0,1,823.21,32.99466894,385,1,65.05129928,186.2538656,211.1886684
4204,5,44,11,32012.65,2562.319063,4,5,9,3,7,5.0,2.84,3.0,1,7.44,25.66945492,249,1,223.9660293,153.0145798,344.5932443
5850,4,27,14,20373.24,1845.77,4,380,21,2,16,12.0,11.22,8.0,2,1517.43,36.46743797,229,0,21.47649819,48.66446687,374.4360349
6129,0,27,3,34677.86,2725.821667,6,5,16,7,27,21.0,5.57,6.0,0,2345.02,28.16300412,191,2,182.5851835,200.7123413,179.2846418
5447,5,23,6,42346.98,3776.915,3,2,12,0,7,8.0,4.89,4.0,1,373.79,36.26906874,358,0,0.0,228.5401221,439.1513779
3129,2,29,0,130597.17,10775.0975,2,4,6,3,15,6.0,7.23,0.0,1,1451.92,42.88618124,186,1,236.2577301,259.5498457,831.7021743
7440,2,14,9,46175.49,4098.9575,6,6,18,4,41,2311.0,8.11,6.0,0,2488.96,34.35542812,134,2,105.3241017,267.7478524,316.8237959
1996,0,35,2,57651.98,4702.979023,4,5,7,3,15,-3.0,9.17,0.0,1,568.45,36.68182636,361,1,500.1088093,127.7654138,498.711587
9257,1,42,9,106550.19,8804.1825,4,7,16,3,21,14.0,16.74,1.0,2,401.46,24.90257027,304,0,185.4912111,629.907851,335.019188
3968,6,26,8,62846.31,5393.1925,9,8,20,7,40,18.0,1.79,10.0,0,4073.62,28.30355201,23,2,284.9829196,374.9058935,149.4304369
11258,6,19,2,13752.972267238863,1261.519101554481,4,3,5,5,4,10.018641685868468,16.79351569181854,7.944074942394595,1,40.81475876155838,25.75445489576504,85,1,60.612977846549114,28.173236123172323,287.45890467497577
9849,4,45,12,44258.1,3867.175,2,6,11,1,10,-1.0,2.64,3.0,1,345.23,29.17032947,389,1,23.66105445,64.43251669,548.6239289
1973,6,31,3,14292.96,1096.08,8,7,23,9,52,21.0,4.78,9.0,0,1975.27,39.82222186,94,0,78.22962898,99.52166689,211.8567041
336,5,20,0,64122.84,5053.57,7,6,29,4,25,24.0,11.48,12.0,0,1323.21,40.27471958,112,2,147.0690963,148.6409505,459.6469532
2764,0,27,8,28749.39,2181.7825,7,3,10,-100,16,18.0,4.96,3.0,1,1084.73,24.96119669,202,1,93.13682412,44.2236616,330.8177643
9850,3,51,0,143351.28,12014.94,8,6,3,2,15,15.0,8.3,0.0,1,996.96,30.38181047,325,1,225.725571,698.9587539,546.8096751
275,4,28,0,16701.96,1599.83,7,10,19,8,62,19.0,28.28,12.0,0,4416.93,30.94435722,170,0,56.60542957,176.1592631,217.2183073
2985,5,38,13,86775.4,6205.537727,4,7,7,1,18,20.0,11.49,4.0,2,1421.81,36.57088275,318,1,953.8293586,574.1397186,374.4048625
2686,5,38,4,104168.22,8655.685,3,5,14,0,30,15.0,9.97,3.0,2,39.68,35.56071583,265,1,0.0,263.511681,882.056819
7724,2,25,2,19137.3,1871.775,696,7,27,2,51,25.0,10.29,6.0,0,1461.56,32.48454391,179,0,29.70160665,149.3329363,298.142957
4620,0,31,12,45472.95,3676.4125,9,6,18,5,50,17.0,8.69,9.0,0,1814.78,39.0284782,198,2,119.6257476,113.2564736,384.7590288
6531,2,55,14,124623.9,10305.325,5,2,10,-100,4,12.0,5.76,2.0,1,1039.13,37.47371147,309,1,321.0802541,247.731779,701.7204668
3477,5,45,5,18756.78,1400.065,10,6,22,7,35,25.0,3.71,10.0,0,3536.4,38.51744063,72,2,77.47870599,133.3900975,209.1376965
8177,7,18,13,76079.16,6462.93,0,5,3,4,15,-3.0,10.18,4.0,1,731.36,35.07452432,300,1,136.9389238,71.82606844,677.5280078
3558,5,19,6,77224.88,6221.406667,2,1,12,4,9,6.0,2.47,6.0,1,899.31,29.06283023,290,1,48110.0,145.6295061,492.3403715
5715,1,42,5,18170.075,1785.172917,3,2,5,3,3,7.0,2.16,4.0,1,836.95,33.4323125,240,1,43.72846186,27.63830685,357.150523
2809,5,28,0,7711.54,779.6283333,8,7,24,9,62,20.0,17.27,6.0,0,2929.44,39.79125603,36,2,44.85358883,33.81406894,279.2951756
11334,3,36,9,115924.18162022314,9453.398183004465,4,5,13,1,10,8.930019035052855,5.2181681784754765,1.6049714474207173,1,367.6414041168904,34.42446648181616,212,1,110.62387982390452,218.0312049474998,862.0346383723784
4861,6,14,8,8871.555,853.29625,8,7,20,9,22,22.0,5.72,9.0,0,1584.64,31.37222271,189,2,40.10835921,40.35356724,294.8676985
2334,2,41,7,31200.24,2588.02,2,3,1,3,10,5.0,10.64,3.0,1,14.34,24.17125978,272,1,71.67124257,40.20067083,396.9300866
9036,0,31,14,21205.82,1880.151667,3,3,3,0,11,5.0,10.72,3.0,1,848.17,24.63898926,283,1,0.0,136.1639236,321.8512431
5246,7,35,12,16676.72,1629.726667,9,6,22,8,16,19.0,2.41,15.0,0,2255.57,24.04265054,235,2,110.535576,28.38523559,274.051855
3416,5,15,10,9737.955,652.49625,7,10,29,4,56,17.0,4.28,10.0,0,1916.48,29.19964557,129,2,30.51995822,49.26914026,275.4605265
307,5,41,6,8446.315,627.8595833,9,6,18,6,19,11.0,11.05,10.0,2,1291.0,24.57107403,115,2,28.20195929,62.16308536,262.4209137
3908,2,37,11,75605.82,6507.485,0,3,4,0,6,2.0,2.06,7.0,1,131.13,29.30038031,297,1,0.0,165.8589422,724.8895578
10508,5,36,5,71648.70277949994,6246.5993555807645,0,4,3570,0,9,11.190282483164138,2.7016610202030336,4.341920902968777,1,1124.6686823989553,34.09155200228388,287,1,0.0,361.5957347512805,538.1286075790617
348,0,17,3,19963.97,1477.664167,5,10,31,5,11,8.0,15.32,7.0,2,1983.53,28.90997219,116,2,52.60022674,29.63218262,315.5340073
5918,3,46,12,40807.77,3399.6475,3,2,5,3,5,8.0,5.72,2087.0,1,1133.1,33.46870798,182,0,75.80151284,202.4514137,321.7118235
826,5,22,13,10037.735,871.4779167,8,7,30,5,17,13.0,17.17,13.0,0,3052.44,31.95831824,96,2,36.66766176,109.8701866,230.6099433
5296,5,24,3,34406.64,2898.22,645,6,20,6,21,16.0,17.29,8.0,2,1598.71,39.0405471,205,2,132.4363782,254.7261301,182.6594917
7243,5,36,11,9106.91,892.9091667,7,7,19,8,27,20.0,32.98,12.0,0,3030.75,25.08169937,7,2,46.58308963,15.91586024,266.7919668
11830,5,51,12,28510.66452525161,2149.04610381409,1,3,8,4,0,6.5383002859186785,5.955494804622236,1.461699714081321,1,273.3833051396202,30.60362780905494,210,1,87.23239957353556,229.40194425870118,182.11427033449934
10013,5,29,2,43240.327218033155,3574.263178715669,2,2,3,2,4,1.3863865532108441,1.9154857123667473,6.227226893578312,1,999.1921987954794,36.106578098466244,330,0,82.3544696296689,137.41971192576065,387.6521362028807
4482,4,36,13,25573.07,1948.089167,8,6,11,4,8,11.0,6.87,7.0,1,477.2,38.67113281,214,1,52.24177408,224.0411503,208.5259923
9139,4,42,6,104946.48,8701.54,3,3,11,4,1,5.0,14.54,3.0,1,1349.46,34.06639303,208,1,331.0735003,287.7825646,501.2979351
3682,5,55,11,35234.99,2827.249167,3,5,8,2,8,7.0,9.89,4.0,1,1369.84,24.07027805,190,1,46.84749756,80.50384405,415.3735751
11406,5,31,6,28132.60093911504,2423.041588678428,1,5,3,0,6,7.059447433973619,6.577834553440118,0.4925690707532976,1,553.6974395999782,31.447262750314355,335,1,0.0,186.05779510151007,341.3206730587998
10422,0,27,2,22830.149274541152,1596.3697389840731,3,3,2962,1,6,6.246538495968644,3.8179053706367307,3.550692300806271,1,1012.3250286030341,32.44359797402303,322,1,81.85066598256643,55.02215887687001,361.24023192610065
2053,4,23,3,39126.01,3413.500833,3,6,11,4,2,5.0,3.73,1.0,1,208.02,36.77489674,391,1,71.19870448,115.7346198,414.4167591
8899,7,35,14,10525.355,645.1129167,4,6,3,0,13,10.0,5.99,0.0,1,583.9,39.01969056,363,1,0.0,65.80775489,288.7035368
11967,5,29,12,85678.11582858847,7136.688769004217,2,2,1,1,4,2.39911647799535,5.319215263973163,4.314538149144186,1,1199.4404872767304,25.138514555342727,216,1,71.8805742478825,585.5692138409706,332.7917796230164
71,7,55,7,70797.84,5778.82,7,6,4,1,19,7.0,0.78,2.0,1,558.26,29.86373657,192,1,45.10565737,217.683301,565.0930416
8383,5,40,2,60515.32,5148.943333,7,6,5,1,7,8.0,6.35,2492.0,1,1357.57,32.21033533,357,1,34.48954469,127.1205936,593.284195
6855,3,25,1,17001.68,1485.806667,10,7,18,6,44,12.0,8.19,11.0,0,4033.83,26.31484705,149,2,53.39197139,41.68467758,323.5040177
11318,5,24,0,177771.9650531265,14987.427028490807,4,4,6,0,8,7.8205408666204175,15.07031418523806,5.0342347777006955,1,1081.6966802342536,43.662638504725194,311,1,45.351244903183535,580.2250672604289,1147.4402689609115
11858,1,29,2,17392.913034809957,1233.8313889488882,4,6,1053,-24,12,11.353219709908828,9.48834469112121,2.7064394198176567,1,493.2664354896602,32.787892067606926,338,1,34.138216286203594,124.08288547401551,252.45559772026493
6751,7,47,0,29814.97,2731.580833,4,1156,17,1,25,17.0,3.09,4.0,2,27.63,29.37310327,396,1,14.34532334,68.28703548,440.5257245
9438,4,50,0,81385.18,6609.098333,1,7,5,1,6,0.0,4.59,2.0,1,394.42,29.8313365,358,1,53.30501858,164.0614501,683.5433646
9419,0,31,12,9667.645,950.6370833,6,5,26,9,20,18.0,17.37,11.0,0,2704.28,28.55956272,157,2,68.5604039,65.01562212,251.4876823
10149,2,25,12,111456.21,9328.0175,1,7,7,3,4,6.823715642272111,4.91,4.0,1,317.32,36.200281842844284,362,0,154.3973902,176.26306882438536,848.2203431165217
8364,3,14,7,59044.74,4875.395,8,9,33,9,39,22.0,9.09,12.0,0,3605.28,25.89993149,158,2,321.2543838,150.4386744,265.8464418
5356,4,50,6,56622.3,4469.525,1,4,11,-100,5,0.0,7.9,1.0,1,110.19,29.78269011,349,1,0.0,186.4414353,510.5110647
1666,0,21,13,10037.735,871.4779167,8,7,30,5,17,14.0,17.17,10.0,0,3052.44,36.42140942,94,2,36.66766176,17.40769254,273.0724374
7579,4,14,1,15868.97,1446.414167,7,9,31,9,37,15.0,16.62,13.0,0,4972.01,36.95556464,107,2,62.59167174,139.1772452,232.8724997
5570,7,39,6,17373.39,1550.7825,4,6,20,5,16,11.0,15.57,10.0,2,2537.45,38.35837366,207,2,54.03211206,62.24587786,328.8002601
8858,7,41,11,56544.0,4524.0,9,7,20,9,52,20.0,31.18,9.0,0,4247.61,32.97375676,87,2,281.5836301,291.8323334,148.9840365
52,2,39,8,17602.095,1456.84125,1,3,3,0,10,7.0,8.4,0.0,1,599.08,35.77951139,255,1,0.0,69.69363235,345.9904926
219,3,23,3,41037.94,3129.828333,10,8,23,7,50,23.0,4.62,6.0,0,1735.78,35.2392453,80,2,155.4082696,140.0296612,277.5449025
6263,0,26,4,57437.4,4916.45,9,5,31,7,39,16.0,15.85,7.0,0,2625.73,29.70290876,109,2,175.0096264,256.192356,340.4430176
1445,3,35,6,43849.26,3757.105,3,1,1,2,8,12.0,2.47,2.0,1,506.71,35.1812933,338,1,65.00920084,67.66737799,493.0339212
8158,5,40,9,40806.35,3618.529167,3,1308,12,2,7,5.0,4.96,3.0,1,595.2,29.50425249,375,0,44.19786861,160.8205085,416.8345396
10801,3,31,5,107486.6012308266,8969.33522670707,3,6,7,2,26,19.384355038524134,8.96003765825282,4.0,2,359.7176575618033,26.587727185619414,245,2,234.7493784720055,431.56873424457206,484.45896042399653
9733,7,41,2,65588.1,4813.717403,7,4,11,3,23,17.0,8.33,0.0,1,1292.14,31.14540347,372,1,609.0231126,542.3454571,156.6565279
1695,4,45,5,37612.54,3145.378333,5,4,11,4,2,0.0,1.72,1.0,1,15.81,35.5800531,363,0,124.7343814,161.0068525,318.7965995
2892,4,20,12,30012.83,2239.069167,5,5,2,1,20,8.0,2.44,0.0,1,1478.4,36.00072443,317,1,15.02910169,134.6711047,344.2067102
12448,1,36,3,19160.34486034772,1867.167036971664,3,6,7,1,12,10.941396198460506,3.333609612438085,6.529301900769747,1,1069.4698047128106,29.28471973205005,357,1,13.76155312340472,46.968482880119055,373.6331771980774
1574,2,27,3,79649.31,6358.4425,7,3,9,3,14,14.0,2.54,3.0,1,821.35,24.27314054,328,1,126.2641431,86.98919959,672.5909073
9245,1,44,7,28300.37,2078.364167,5,5,9,3,15,12.0,2.69,4.0,1,1489.2,31.59656532,209,1,52.01255991,184.2679558,241.555901
3203,1,31,7,119113.71,9694.1425,4,7,4,2,8,3.0,5.85,0.0,1,645.24,28.07278137,310,1,139.7991968,383.5088448,696.1062084
4405,6,45,1,35208.2,2919.016667,5,2,5,2,9,0.0,4.34,4.0,1,630.29,29.96539907,193,1,44.730081,55.99732811,441.1742576
1630,7,40,13,16321.82,1566.151667,8,10,23,7,54,23.0,2.4,12.0,0,2686.37,35.30610219,180,2,89.42316532,58.39936692,288.7926344
10464,2,36,6,43843.823609728206,3715.7894296898885,2,2,3,2,6,9.61037790250783,4.723413637935117,2.477924419498434,1,500.94145225665386,33.98697038652864,317,1,80.64528545143658,78.48177177614859,462.4518857642348
1881,2,51,8,19019.1,1637.925,5,3,8,4,13,14.0,7.79,3.0,1,878.69,35.26727525,207,1,38.8376848,101.0743238,283.8804914
12347,5,43,1,88309.93441025539,7454.0931760888925,1,5,5,0,5,9.0,4.609342599564675,1.1383351153008991,1,1454.29119615095,27.316987168412762,357,0,45.187023573930524,236.37466097191384,721.0809307225602
5112,5,14,10,14547.7,1157.025911,9,10,26,7,41,16.0,24.81,7.0,0,4499.91,34.31932196,54,2,67.57052835,76.89264248,247.2500847
5708,2,44,1,171613.6,14154.13333,5,3,5,215,8,5.0,1.75,1.0,1,753.93,29.76286612,335,1,0.0,1459.171505,236.2418288
5074,4,17,7,8952.155,466.0129167,6,3,14,2,23,9.0,10.26,7.0,2,2061.66,40.40638152,130,2,11.55251699,28.35038859,276.6983861
5509,3,35,8,31503.24,2911.27,0,5,6,0,15,9.0,5.47,1.0,1,628.79,29.40299316,382,1,0.0,154.0881053,397.0388947
10978,5,20,4,113006.00948494622,8834.614172493923,3,5,9,0,12,2.496767217486415,11.012613147387976,5.503232782513585,1,921.7307107428602,30.953559482113175,294,1,754.268662649825,413.9920092729476,736.7943332788467
11415,3,25,0,30550.891355475567,2715.16187425942,3,1,7,0,3,12.630010139319971,6.944351335759729,2.252004055727989,1,433.3959949694634,39.48730411014057,378,1,6.940653565262103,34.37676280647418,476.4988725148052
848,7,48,2,26025.94,2221.828333,8,7,7,0,30,19.0,9.23,1.0,2,669.99,37.70998802,281,2,0.0,144.0333445,368.1494889
2924,1,37,3,16862.88,1273.24,8,8,22,7,52,19.0,19.07,12.0,2,1377.71,34.1711752,212,2,81.80403665,157.6212057,177.8987577
9505,4,17,5,58307.97,4808.9975,7,10,21,5,35,17.0,21.3,11.0,0,4501.87,29.00977069,62,2,208.5992921,112.5178329,409.7826251
8650,7,29,1,54284.94,4673.745,7,8,30,7,43,24.0,28.63,11.0,0,4237.27,38.45159221,63,2,190.6419746,465.7182419,101.0142834
2877,5,39,9,11850.985,930.5820833,7,7,16,4,10,10.0,2.36,0.0,2,818.71,35.34999004,351,2,23.99855954,16.76617934,302.2934695
6367,5,30,7,102215.61,8482.9675,2,5,10,1,6,6.0,9.9,8.0,1,79.67,37.93598282,367,1,60.56736079,202.680354,825.0490352
10074,4,27,5,14854.70889186326,1117.5278813253926,3,2,241,2,13,8.0,8.469762360042726,177.83038884096163,1,1394.806235887614,26.828704617334918,333,1,15.408059437413266,46.447494617710554,323.269763838015
186,2,41,1,16048.76,1623.396667,8,10,18,7,40,19.0,11.29,11.0,2,1583.58,23.35740771,172,0,45230.0,219.3111609,161.0228933
3779,5,51,4,40067.96,3373.212108,0,4,4,0,3,9.0,3.45,0.0,1,401.8,29.50211009,200,1,246.7845589,215.3328846,406.6667821
1830,4,22,12,43925.88,3889.49,1,3,7,0,-1,6.0,10.84,0.0,1,107.51,26.20400726,236,1,0.0,195.2792822,453.6697178
7921,6,45,1,15858.64,1414.553333,9,7,17,7,61,19.0,4.06,11.0,0,4874.77,25.26325472,4,0,53.11698769,182.6872282,195.6511175
2959,4,40,6,37840.64,2913.386667,6,5,5,2,24,16.0,19.54,6.0,2,2641.91,35.04441697,184,2,60.6803605,327.6581263,193.0001799
7185,6,25,1,113383.14,9321.595,1,4,6,4,4,3.0,10.4,0.0,1,82.71,34.49277645,209,1,376.5597009,309.6267341,495.973065
11498,4,24,10,44009.54777756246,3431.8173276432103,3,3,6,-94,3,0.34730061337186213,4.0756014898794914,2.9503856266611628,1,191.70978431016687,32.46556708126133,251,0,38.99622874595448,131.9500403400872,431.24317623100643
9578,2,35,12,7110.93,843.5775,7,10,22,4,54,16.0,9.03,6.0,0,2211.24,36.00573918,77,0,16.9803565,109.9145779,247.4628156
6904,7,41,12,141789.84,11656.82,1211,6,19,1,16,17.0,8.02,1.0,2,1194.16,37.35577912,385,2,85.74180593,458.5292122,871.4109819
5446,0,31,5,34630.59,2654.8825,5,5,16,-100,12,17.0,8.14,2.0,2,104.41,24.64648692,323,0,85.658795,329.5730386,140.2564164
6587,7,28,11,20273.53,1427.460833,3,5,15,4,26,15.0,8.03,6.0,2,1278.4,38.52907829,164,2,40.67137268,100.2472366,291.8274741
1234,4,45,1,80011.64,6824.636667,7,6,18,4,9,16.0,17.8,12.0,2,792.92,40.23637642,69,2,154.5616136,610.8375935,187.0644595
8721,7,15,3,14135.23,1415.935833,9,5,21,7,39,23.0,29.49,7.0,0,4671.72,26.20754251,92,2,68.24048936,28.39814498,294.954949
10405,5,35,10,86814.77028367501,6414.214978500678,3,6,8,2,16,14.274974654183218,11.082091944110555,2.9265577476593534,1,1297.6485128125985,32.49825185080009,305,1,944.3834141095338,550.6305903801384,334.89752601197637
3915,3,20,7,20701.48,1909.123333,8,9,4113,8,48,21.0,31.5,7.0,0,3341.62,33.05545126,121,2,119.736866,60.16920124,281.0062661
446,0,22,4,44320.68,3433.39,6,7,16,5,27,19.0,7.1,6.0,0,2760.28,30.01286143,44,2,137.8971703,36.19912651,409.2427032
9244,4,17,10,16916.38,1406.698333,3,7,23,5,29,19.0,16.77,13.0,2,1677.29,30.89122869,147,0,57.36799441,145.9685675,227.3332714
5839,4,50,2,12766.425,1206.86875,3,4,13,3,8,17.0,10.31,0.0,2,1415.51,35.50223418,377,2,27.97205372,103.8831851,268.8316362
