ID,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score
36717,May,44,Media_Manager,7226.435,662.2029167,8,5,20,3,13,14,8.72,9,Standard,1533.48,22.65679804,122,NM,16.19350655,19.82388547,310.2028997,Poor
36718,June,44,Media_Manager,7226.435,662.2029167,8,5,20,3,14,13,8.72,9,Standard,1533.48,26.83796834,123,Yes,16.19350655,66.77144956,273.2553356,Poor
36719,July,44,Media_Manager,7226.435,662.2029167,8,5,20,3,13,,8.72,9,Standard,1533.48,31.95000498,124,Yes,16.19350655,80.52371408,259.503071,Poor
36725,May,34,Writer,33765.68,,0,252,8,1,5,11,1.27,1,Good,469.44,31.07211905,251,No,22.33879869,48.82970456,421.7121634,Good
36733,May,34,Developer,49128.9,4231.075,8,3,4889,6,11,11,13.88,7,Standard,2574.1,40.01122802,170,Yes,169.5292211,27.49207477,466.0862041,Poor
36734,June,34,Developer,49128.9,4231.075,8,3,29,6,11,13,13.88,7,Standard,2574.1,39.46597087,171,Yes,169.5292211,71.74745135,431.8308276,Poor
36735,July,34,Developer,49128.9,4231.075,8,3,29,6,11,12,13.88,7,Standard,2574.1,29.41581411,172,Yes,169.5292211,94.40828487,399.1699941,Poor
36745,January,36,Teacher,19047.38,1430.281667,6,8,26,6,49,,25.54,8,Bad,2932.27,22.91199381,27,Yes,55.99002101,44.56415613,322.4739895,Poor
36747,March,36,_______,19047.38,1430.281667,6,8,26,6,45,19,29.54,8,Bad,2932.27,24.48322669,29,NM,55.99002101,86.82563548,290.2125102,Poor
36749,May,37,_______,19047.38,1430.281667,6,8,26,6,49,22,29.54,8,Bad,2932.27,36.2678835,31,NM,55.99002101,189.4169125,187.6212331,Poor
36756,April,19,Scientist,79878.52,,3,1,7,2,0,9,7.42,4,Good,189.33,41.71949994,299,NM,81.1699913,194.5357695,627.8485726,Good
36757,May,19,Scientist,79878.52,6535.543333,3,1,7,2,0,8,7.42,,Good,189.33,36.13201171,300,NM,81.1699913,70.19846703,742.185875,Good
36759,July,19,Scientist,79878.52,6535.543333,3,1,7,2,0,9,7.42,8,Good,189.33,32.05515368,302,No,81.1699913,429.8195091,422.564833,Good
36760,August,19,Scientist,79878.52,6535.543333,3,1,7,2,0,9,7.42,8,Good,189.33,36.04322266,303,No,81.1699913,469.1024951,383.2818469,Good
36762,February,46,Architect,31329.83,2598.819167,5,3,6,0,14,19,5.25,4,Good,628.91,29.09621796,329,No,0,216.5574866,333.3244301,Good
36783,July,31,Media_Manager,9955.255,834.6045833,3,7,19,4,8,20,7.34,10,Standard,447.15,29.25795389,322,Yes,18.4367866,77.86734618,267.1563256,Good
36790,June,29,Accountant,127273.88,10710.15667,8,4,14,1,26,13,12.27,2,Standard,556.02,40.73233194,307,No,60.43215334,317.2100645,963.3734488,Good
36791,July,29,Accountant,127273.88,10710.15667,8,4,14,1,26,,8.27,2,Standard,556.02,32.79043425,308,No,60.43215334,330.3308494,940.2526639,Good
36797,May,678,Doctor,39318.5,3170.541667,6,9,25,1439,33,19,25.03,14,Bad,3039.02,34.53859697,67,Yes,137.4278479,,380.0046003,Poor
36799,July,26,Doctor,39318.5,3170.541667,6,9,25,6,29,19,25.03,14,Bad,3039.02,38.5647428,69,Yes,137.4278479,103.4774054,356.1489134,Poor
36800,August,26,Doctor,39318.5,3170.541667,6,9,25,6,33,22,25.03,14,Bad,3039.02,30.73668363,70,Yes,137.4278479,104.857105,324.7692138,Poor
36803,March,25,Writer,8361.59,640.7991667,10,7,33,7,23,19,9.35,6,Bad,1883.47,40.47502359,210,Yes,27.87815482,54.67055091,261.5312109,Poor
36804,April,25,Writer,8361.59,640.7991667,10,7,33,7,24,19,9.35,6,Bad,1883.47,37.95403719,211,Yes,27.87815482,22.23435207,303.9674098,Poor
36805,May,26,Writer,8361.59,640.7991667,10,7,33,7,24,19,8.35,6,Bad,1883.47,28.47145156,212,Yes,27.87815482,32.93626938,273.2654925,Poor
36806,June,26,Writer,8361.59,640.7991667,10,7,33,7,29,18,9.35,6,Bad,1883.47,34.96335537,213,Yes,27.87815482,68.69613938,257.5056225,Poor
36809,January,32,Teacher,9529.855,,9,8,26,3,54,21,7.2,7,Bad,1818.36,31.22888073,79,Yes,12.01094253,27.16811446,319.6364013,Poor
36810,February,32,Teacher,9529.855,688.1545833,9,8,26,3,50,18,7.2,1951,Bad,1818.36,27.91685908,80,Yes,12.01094253,15.1564254,291.6480904,Poor
36811,March,32,Teacher,9529.855,688.1545833,9,8,26,3,45,18,7.2,7,Bad,1818.36,32.70015852,81,Yes,12.01094253,,277.3050261,Poor
36815,July,32,Teacher,9529.855,688.1545833,9,8,26,3,50,,8.2,10,Bad,1818.36,32.77388454,85,Yes,12.01094253,52.10585864,284.6986572,Poor
36824,August,21,Doctor,19681.08,,4,4,16,3,16,8,10.41,1,Standard,1122.31,27.72035106,227,Yes,33.87070847,142.6165641,258.9217274,Poor
36825,January,18,Developer,57943.41,4732.6175,1756,8,19,6,37,23,21.78,12,Bad,4890.07,35.26114705,124,Yes,200.6940538,51.00078739,471.5669088,Poor
36827,March,18,Developer,57943.41,4732.6175,8,8,19,6,37,23,21.78,12,Bad,4890.07,38.34763642,126,Yes,200.6940538,512.2367179,50.33097827,Poor
36828,April,18,Developer,57943.41,,8,8,19,6,36,25,21.78,15,Bad,4890.07,35.88749694,127,Yes,200.6940538,183.1101132,379.4575829,Poor
36829,May,18,Developer,57943.41,4732.6175,8,8,19,6,37,23,21.78,15,Bad,4890.07,36.80051345,128,Yes,200.6940538,136.3317624,386.2359338,Poor
36830,June,18,Developer,57943.41,4732.6175,8,8,19,6,37,26,21.78,15,Bad,4890.07,41.83555277,129,Yes,200.6940538,139.1866486,403.3810476,Poor
36834,February,40,Architect,161007.32,,4,2,11,4,6,1,3.45,0,Good,615.92,41.01485857,234,No,421.1804078,274.3478565,874.9994024,Good
36836,April,40,Architect,161007.32,13305.27667,4,2,11,4,9,,3.45,0,Good,615.92,40.51168861,236,No,421.1804078,,842.3840581,Good
36838,June,40,Architect,161007.32,13305.27667,4,2,11,4,6,2,3.45,3,Good,615.92,36.43352855,238,No,421.1804078,1174.17146,5.175799256,Good
36842,February,34,Mechanic,18760.69,1331.390833,9,10,21,9,45,27,7.96,6,Bad,1375,30.53696413,174,Yes,101.1522283,79.17095384,242.8159012,Poor
36843,March,34,Mechanic,18760.69,1331.390833,9,10,21,9,51,25,7.96,6,Bad,1375,30.03501152,175,Yes,101.1522283,28.65276807,253.334087,Poor
36844,April,34,Mechanic,18760.69,1331.390833,9,10,21,9,49,25,7.96,6,Bad,1375,29.65675404,176,Yes,101.1522283,34.66334532,277.3235098,Poor
36845,May,34,Mechanic,18760.69,1331.390833,9,10,2885,9,45,25,7.96,6,Bad,1375,37.56788662,177,Yes,76079,159.9330427,162.0538124,Poor
36846,June,34,Mechanic,18760.69,1331.390833,9,10,21,-100,49,28,7.96,6,Bad,1375,24.42704799,178,Yes,101.1522283,79.06753968,242.9193154,Poor
36848,August,4056,_______,18760.69,1331.390833,9,10,21,9,49,25,7.96,6,Bad,1375,28.53131165,180,Yes,101.1522283,37.934895,244.0519601,Poor
36866,February,25,Writer,45834.57,3816.5475,7,7,19,2,9,14,15.07,8,Standard,2482.46,32.05284946,184,Yes,54.29309306,164.3971604,442.9644966,Poor
36868,April,26,Writer,45834.57,,7,7,19,2,9,16,15.07,8,Standard,2482.46,24.17046247,186,Yes,54.29309306,86.50790631,490.8537506,Poor
36869,May,26,Writer,45834.57,3816.5475,7,7,19,2,9,13,11.07,8,Standard,2482.46,22.98942631,187,Yes,54.29309306,296.562503,300.799154,Poor
36871,July,26,Writer,45834.57,3816.5475,7,7,19,2,9,15,15.07,8,Standard,2482.46,26.89570171,189,Yes,54.29309306,230.1213635,387.2402934,Poor
36882,February,31,Journalist,53945.85,4479.4875,7,6,23,2,42,,11.82,7,Bad,2352.38,36.6167129,104,Yes,71.11290618,487.8043563,179.0314875,Poor
36884,April,31,_______,53945.85,4479.4875,7,6,23,2,42,23,11.82,7,Bad,2352.38,33.97448704,106,Yes,71.11290618,225.0113395,441.8245043,Poor
36886,June,31,Journalist,53945.85,4479.4875,7,6,23,2,42,23,11.82,7,Bad,2352.38,24.04692636,108,Yes,71.11290618,217.9205493,448.9152945,Poor
36891,March,15,_______,19028.45,1497.704167,9,10,15,7,38,19,16.16,6,Bad,2600.23,26.12553766,150,Yes,78.84913308,99.25206867,261.6692149,Poor
36895,July,16,Scientist,19028.45,1497.704167,9,10,15,7,39,,16.16,6,Bad,2600.23,35.02439948,154,Yes,78.84913308,201.3382458,159.5830378,Poor
36912,August,40,Media_Manager,35643.6,3046.3,4,3,9,-100,29,19,16.48,12,Standard,171.98,34.8313927,76,Yes,60.03954017,81.0482126,413.5422472,Good
36932,April,19,Journalist,15508.43,1400.369167,4,4,16,4,21,22,3.07,0,Standard,1370.52,37.13272553,364,NM,43.05789457,184.1963901,202.782632,Good
36933,May,19,Journalist,15508.43,1400.369167,4,4,16,4,21,19,3.07,1,Standard,1370.52,36.37236363,365,Yes,43.05789457,84.22645116,272.7525709,Good
36934,June,19,Journalist,15508.43,,4,865,16,4,16,20,3.07,1,Standard,1370.52,30.08175079,366,Yes,43.05789457,52.11813834,314.8608838,Good
36935,July,19,Journalist,15508.43,1400.369167,4,4,16,4,21,19,3.07,1,Standard,1370.52,30.23379958,367,Yes,73504,40.31789139,306.6611307,Good
36936,August,19,Journalist,15508.43,1400.369167,4,4,16,4,21,,3.07,1,Standard,1370.52,33.1089272,368,Yes,43.05789457,41.38455786,335.5944642,Good
36939,March,31,Architect,52977,4595.75,7,9,24,7,41,,3.72,6,Bad,2578.67,32.58775257,85,Yes,249.1442746,528.8488208,,Poor
36940,April,31,Architect,52977,4595.75,7,9,24,7,46,25,3.72,,Bad,2578.67,24.66977299,86,Yes,249.1442746,164.483273,295.9474523,Poor
36942,June,31,Architect,52977,4595.75,7,9,24,7,36,22,3.72,6,Bad,2578.67,22.06007199,88,Yes,249.1442746,230.5404099,259.8903155,Poor
36943,July,31,Architect,52977,4595.75,7,9,24,7,41,22,3.72,6,Bad,2578.67,33.1729233,89,NM,249.1442746,170.8587868,289.5719386,Poor
36945,January,27,Teacher,29283.91,2380.325833,3,5,8,2,17,4,8.33,2,Good,309.61,37.04272151,368,No,36.20844627,188.9918193,292.8323178,Poor
36949,May,28,Teacher,29283.91,2380.325833,3,5,8,2,17,2,8.33,2,Good,309.61,33.57818319,372,NM,36.20844627,54.97426476,386.8498723,Poor
36951,July,28,Teacher,29283.91,2380.325833,3,5,8,2,17,4,8.33,2,Good,309.61,36.82295347,374,No,36.20844627,187.9239126,303.9002245,Poor
36961,January,27,Doctor,7153.435,,8,9,24,2,48,11,16.98,10,Standard,1272.77,35.48319892,163,Yes,7.054436355,48.52731849,267.6302035,Poor
36962,February,27,Doctor,7153.435,532.1195833,8,9,5676,2,48,10,16.98,10,Standard,1272.77,32.01241575,164,Yes,7.054436355,21.69613889,294.4613831,Poor
36963,March,27,Doctor,7153.435,532.1195833,8,9,24,2,44,11,16.98,10,Standard,1272.77,40.23687149,165,Yes,7.054436355,49.30608575,286.8514362,Poor
36964,April,27,Doctor,7153.435,532.1195833,8,9,24,2,48,11,16.98,10,Standard,1272.77,30.80503482,166,NM,7.054436355,66.09245721,270.0650648,Poor
36968,August,28,Doctor,7153.435,532.1195833,8,9,24,2,48,11,16.98,10,Standard,1272.77,31.30621796,170,Yes,7.054436355,68.34597181,267.8115502,Poor
36981,May,38,Mechanic,12549.985,828.8320833,7,5,13,1,13,,3.87,6,Standard,803.44,37.31666833,384,No,9.947697793,48.69541725,284.2400933,Good
36986,February,1491,Scientist,74478.72,,8,1267,21,9,37,23,24.36,8,Bad,3773.63,29.0447384,167,Yes,499.7320248,109.4505457,274.7734296,Poor
36987,March,26,Scientist,74478.72,6439.56,8,6,21,9,37,23,24.36,8,Bad,3773.63,26.79054429,168,Yes,499.7320248,271.1366928,123.0872825,Poor
36988,April,26,Scientist,74478.72,6439.56,8,6,21,9,36,23,24.36,8,Bad,3773.63,32.00042304,169,Yes,499.7320248,241.3420697,172.8819056,Poor
36989,May,26,Scientist,74478.72,,8,6,21,9,37,23,24.36,8,Bad,3773.63,31.55637582,170,Yes,499.7320248,692.4106929,,Poor
36992,August,26,Scientist,74478.72,6439.56,8,6,21,-100,37,23,24.36,8,Bad,3773.63,32.52476224,173,Yes,499.7320248,657.7577214,,Poor
36994,February,43,Scientist,48818.1,4293.175,8,6,20,6,58,17,1.43,7,Bad,2218.45,32.26628451,203,Yes,162.3432228,170.9316554,366.0426218,Poor
36996,April,43,Scientist,48818.1,4293.175,8,6,20,6,58,18,1.43,7,Bad,2218.45,24.38291245,205,Yes,162.3432228,366.7992601,180.175017,Poor
36998,June,43,Scientist,48818.1,4293.175,8,6,20,6,58,23,1.43,7,Bad,2218.45,31.1474617,207,Yes,162.3432228,151.4122672,395.56201,Poor
36999,July,43,Scientist,48818.1,4293.175,8,6,20,-100,63,20,-1.57,7,Bad,2218.45,31.07033205,208,Yes,162.3432228,255.2155403,291.7587369,Poor
37002,February,42,Engineer,98459.7,8165.975,3,7,9,4,-5,12,2.8,3,Good,24.1,29.09842664,318,No,196.5613025,122.9306012,737.1055963,Good
37003,March,42,Engineer,98459.7,8165.975,3,7,9,4,0,12,1.8,3,Good,24.1,25.60546122,319,No,196.5613025,1058.78695,,Good
37010,February,29,Developer,60462.44,5081.536667,7,7,26,7,40,20,8.19,10,Standard,1432.13,28.40825925,89,Yes,319.7903879,596.3716388,,Poor
37011,March,29,Developer,60462.44,5081.536667,7,7,26,7,40,20,13.19,10,Standard,1432.13,40.33559672,90,Yes,319.7903879,131.2859622,297.0773165,Poor
37013,May,29,Developer,60462.44,5081.536667,1695,7,26,7,40,20,8.19,10,Standard,1432.13,22.90906732,92,Yes,319.7903879,401.3884296,66.97484912,Poor
37019,March,22,_______,19280.73,1865.7275,5,9,32,2,20,11,10.67,10,Standard,2412.06,37.14248157,114,Yes,17.67703579,36.67494483,392.2207694,Poor
37023,July,22,Media_Manager,19280.73,1865.7275,5,9,32,2,20,11,10.67,10,Standard,2412.06,36.55241374,118,Yes,17.67703579,63.35229689,355.5434173,Poor
37026,February,34,Teacher,17666.82,1608.235,8,5,3,2,25,21,2.77,0,Good,346.12,22.96107938,311,No,18.33757707,,352.3383869,Poor
37027,March,34,Teacher,17666.82,1608.235,8,5,3,2,27,21,3.77,0,Good,346.12,27.42550003,312,No,18.33757707,108.3081372,324.1777857,Poor
37031,July,34,Teacher,17666.82,1608.235,274,5,3,2,30,20,2.77,0,Good,346.12,34.96843998,316,No,18.33757707,44.52708263,357.9588403,Poor
37037,May,26,Teacher,31757.98,2868.498333,6,8,23,9,38,21,23.05,10,Bad,4679.1,37.882362,66,Yes,133.9027918,91.25635228,341.6906893,Good
37040,August,26,_______,31757.98,2868.498333,6,8,23,9,43,22,24.05,10,Bad,4679.1,36.69042527,69,Yes,133.9027918,135.1164008,297.8306408,Good
37047,July,27,Engineer,39123.42,,6,5,15,3,7,19,8.47,5,Standard,139.77,24.13527971,190,NM,64.49842309,345.3482539,182.1818231,Poor
37048,August,27,Engineer,39123.42,3020.285,6,5,15,3,5,18,7.47,5,Standard,139.77,27.0968622,191,Yes,64.49842309,145.1214385,382.4086384,Poor
37061,May,17,Developer,15169.51,1038.125833,3,7,12,4,25,19,14.14,5,Standard,1179.95,23.5816766,164,Yes,33.0736202,44.66888751,316.0700756,Poor
37068,April,35,Writer,134139.48,11352.29,2,5,11,4,19,1,11.14,1,Good,1486.38,30.61191425,188,No,416.3605236,346.8187069,652.0497694,Poor
37069,May,35,Writer,134139.48,11352.29,2,5,11,4,23,1,11.14,1,Good,1486.38,35.04652193,189,No,416.3605236,662.5516659,336.3168105,Poor
37070,June,35,Writer,134139.48,11352.29,2,5,11,4,21,1,15.14,1,Good,1486.38,24.64495986,190,NM,416.3605236,760.8211455,248.0473308,Poor
37098,February,26,Developer,73802.24,5971.186667,8,10,17,8,47,18,17.61,6,Bad,3626.94,37.80296376,71,Yes,487.302813,40.29928437,309.5165693,Poor
37099,March,26,Developer,73802.24,5971.186667,8,10,3064,8,47,,15.61,6,Bad,3626.94,25.71772158,72,NM,487.302813,125.9730747,233.8427789,Poor
37100,April,26,Developer,73802.24,5971.186667,8,10,17,8,50,15,17.61,6,Bad,3626.94,37.50248806,73,Yes,487.302813,91.93036925,267.8854844,Poor
37101,May,27,Developer,73802.24,5971.186667,8,10,17,8,49,15,17.61,7,Bad,3626.94,40.88107863,74,Yes,9174,71.32597111,288.4898825,Poor
37105,January,33,Mechanic,43956.23,3820.019167,4,5,4,0,10,4,7.16,2,Good,1084.09,39.47304065,357,No,0,120.4058031,511.5961136,Good
37106,February,33,Mechanic,43956.23,3820.019167,4,5,4,0,12,4,7.16,2,Good,1084.09,27.02639294,358,No,0,218.6439751,423.3579416,Good
37107,March,33,Mechanic,43956.23,3820.019167,3,4,4,0,12,7,7.16,2,Good,1084.09,39.22482205,359,NM,0,84.69660513,547.3053115,Good
37109,May,33,_______,43956.23,3820.019167,3,4,4,0,8,4,7.16,2,Good,1084.09,33.7017243,361,No,0,54.01157826,567.9903384,Good
37110,June,33,Mechanic,43956.23,3820.019167,3,4,4,0,12,1,6.16,2,Good,1084.09,40.67746797,362,No,0,337.0985907,314.903326,Good
37113,January,23,Entrepreneur,80411.04,6694.92,8,4,11,1,10,7,2.71,2,Good,1413.55,24.2639458,183,No,65.73904985,624.0916821,259.6612681,Good
37116,April,23,_______,80411.04,6694.92,8,4,11,1,10,10,5.71,2,Good,1413.55,28.32720597,186,No,65.73904985,83.62067685,770.1322733,Good
37129,January,14,Engineer,46417.56,3606.13,6,7,29,5,61,17,17.65,8,Bad,4419.23,24.36950991,155,Yes,150.6176887,245.2592346,254.7360767,Poor
37131,March,14,Engineer,46417.56,3606.13,6,7,29,5,62,17,17.65,8,Bad,4419.23,27.30303983,157,Yes,150.6176887,210.5129949,259.4823164,Poor
37134,June,15,Engineer,46417.56,3606.13,6,7,29,5,61,17,17.65,13,Bad,4419.23,26.59919025,160,Yes,150.6176887,71.35454727,398.640764,Poor
37135,July,15,Engineer,46417.56,3606.13,6,7,29,5,61,17,16.65,13,Bad,4419.23,25.7128478,161,Yes,150.6176887,46.53445025,403.4608611,Poor
37136,August,15,Engineer,46417.56,3606.13,6,7,29,5,66,17,17.65,13,Bad,4419.23,35.03873045,162,Yes,150.6176887,169.417399,330.5779124,Poor
37137,January,51,Musician,44595.18,3632.265,3,3,10,1,9,7,5.22,0,Good,795.49,29.42623972,245,NM,24.35688898,146.4454361,442.4241749,Poor
37141,May,51,Musician,44595.18,3632.265,3,3,10,1,14,7,8.22,4,Good,795.49,42.40188152,249,NM,24.35688898,92.13459842,486.7350126,Poor
37144,August,52,Musician,44595.18,,3,3,10,1,18,7,8.22,4,Good,795.49,35.71230547,252,No,24.35688898,43.56466747,545.3049436,Poor
37146,February,42,Doctor,42757.81,3556.150833,0,5,3,3,2,5,2.21,4,Good,646.98,27.92762239,384,No,102.8095687,460.8477808,81.95773375,Good
37148,April,42,Doctor,42757.81,3556.150833,0,5,3,3,-3,5,2.21,4,Good,646.98,34.08683199,386,NM,102.8095687,83.55620769,409.2493069,Good
37149,May,42,Doctor,42757.81,3556.150833,0,5,3,3,1,4,0.21,4,Good,646.98,23.83252264,387,No,102.8095687,322.0103145,220.7952001,Good
37150,June,42,Doctor,42757.81,3556.150833,0,5,3,3,1,,2.21,4,Good,646.98,25.35206509,388,No,102.8095687,257.8760506,284.929464,Good
37151,July,42,Doctor,42757.81,3556.150833,0,5,3,3,1,5,-3.79,9,Good,646.98,30.51602839,389,No,6187,72.47700848,430.3285061,Good
37153,January,38,Scientist,119902.4,,5,4,11,1,4,4,0.82,0,Good,1037.85,37.33797496,367,NM,93.33678291,300.3739055,886.5759783,Poor
37154,February,39,_______,119902.4,10202.86667,5,4,11,1,4,4,0.82,,Good,1037.85,40.8306306,368,No,93.33678291,636.605844,560.3440398,Poor
37157,May,39,Scientist,119902.4,10202.86667,5,4,11,1,4,4,0.82,0,Good,1037.85,40.19711672,371,No,93.33678291,,948.858988,Poor
37158,June,39,Scientist,119902.4,10202.86667,5,4,11,1,-1,4,0.82,0,Good,1037.85,29.62090007,372,No,93.33678291,,1003.887645,Poor
37159,July,39,Scientist,119902.4,10202.86667,5,4,11,1,4,4,0.82,0,Good,1037.85,30.77743633,373,No,93.33678291,326.2814501,880.6684336,Poor
37161,January,41,Writer,46410.42,3973.535,8,6,17,9,51,17,18.19,8,Bad,3011.03,31.06828547,81,Yes,282.150245,152.1447259,213.0585291,Poor
37163,March,41,Writer,46410.42,3973.535,8,6,17,9,50,19,18.19,8,Bad,3011.03,28.32722637,83,Yes,282.150245,488.8519861,,Poor
37165,May,41,Writer,46410.42,3973.535,8,6,17,9,51,19,18.19,8,Bad,3011.03,37.03714324,85,Yes,282.150245,47.91916389,307.2840911,Poor
37169,January,44,Engineer,20949696,3221.851667,5,5,11,0,1,1,3.07,0,Good,1243.45,37.81883135,393,No,0,47.26293787,514.9222288,Good
37170,February,44,Engineer,40894.22,3221.851667,5,5,11,0,5,-1,-0.93,0,Good,1243.45,27.2271274,394,No,0,136.8843298,475.3008369,Good
37171,March,44,Engineer,40894.22,,5,5,11,0,5,0,-3.93,0,Good,1243.45,38.0848735,395,No,0,146.0613512,436.1238155,Good
37172,April,44,Engineer,40894.22,,5,5,11,0,5,0,3.07,0,Good,1243.45,29.4179986,396,No,0,126.7309784,445.4541883,Good
37173,May,6001,Engineer,40894.22,3221.851667,5,5,11,0,5,0,3.07,4,Good,1243.45,34.23577226,397,NM,0,41.88770959,520.2974571,Good
37175,July,45,Engineer,40894.22,3221.851667,5,640,11,0,5,0,0.07,4,Good,1243.45,32.74139224,399,No,0,70.92943597,511.2557307,Good
37176,August,45,Engineer,40894.22,3221.851667,5,5,4272,0,5,-3,3.07,4,Good,1243.45,27.31350238,400,No,0,111.3389221,460.8462446,Good
37183,July,29,Teacher,20615.79,,7,7,21,7,54,1164,10.01,8,Standard,1901.5,35.48116102,147,Yes,72.10578358,126.7816722,247.3107942,Poor
37184,August,29,Teacher,20615.79,,7,7,21,7,56,13,10.01,8,Standard,1901.5,37.84495184,148,Yes,72.10578358,181.7473484,212.345118,Poor
37185,January,24,Scientist,38673.64,3333.803333,5,6,4,4,3,3,8.38,2397,Good,1176.78,40.04360413,389,No,88.28333171,38.75525497,456.3417466,Good
37186,February,24,Scientist,38673.64,3333.803333,5,6,4,4,4,3,8.38,3,Good,1176.78,23.55829516,390,No,88.28333171,141.8262002,373.2708014,Good
37189,May,25,_______,38673.64,3333.803333,5,6,4,4,4,3,8.38,3,Good,1176.78,24.70819315,393,No,88.28333171,132.6323518,362.4646498,Good
37190,June,25,Scientist,38673.64,3333.803333,5,6,4,4,4,4,8.38,7,Good,1176.78,28.01280241,394,No,88.28333171,55.16715626,429.9298454,Good
37192,August,25,Scientist,38673.64,3333.803333,5,6,4,4,4,5,8.38,7,Good,1176.78,32.45338241,396,No,88.28333171,381.5585452,153.5384564,Good
37193,January,32,Teacher,66460.6,5448.383333,8,10,16,6,31,23,2.15,12,Bad,4681.43,22.94980534,139,Yes,278.0799631,373.586277,183.1720933,Poor
37194,February,32,Teacher,66460.6,5448.383333,8,10,16,6,33,23,2.15,12,Bad,4681.43,32.78939578,140,Yes,278.0799631,165.3491499,361.4092203,Poor
37196,April,32,Teacher,66460.6,5448.383333,8,10,16,6,31,23,2.15,12,Bad,4681.43,35.09120508,142,Yes,278.0799631,465.1498382,91.60853209,Poor
37198,June,33,Teacher,66460.6,5448.383333,8,10,16,6,31,23,2.15,15,Bad,4681.43,36.04963929,144,Yes,278.0799631,109.8437448,406.9146255,Poor
37209,January,39,Writer,18116.1,1552.675,3,9,34,7,14,9,7.43,10,Standard,1745.84,31.05731043,129,Yes,62.40101612,182.893156,199.9733279,Poor
37210,February,39,Writer,18116.1,1552.675,3,9,34,7,9,12,7.43,10,Standard,1745.84,40.07926588,130,Yes,62.40101612,191.1182922,191.7481917,Poor
37212,April,40,Writer,18116.1,1552.675,3,9,34,7,14,9,7.43,13,Standard,1745.84,27.64060291,132,Yes,62.40101612,42.6507622,330.2157217,Poor
37213,May,-500,Writer,18116.1,1552.675,3,9,34,7,14,9,7.43,13,Standard,1745.84,24.48105613,133,Yes,62.40101612,94.2799355,288.5865484,Poor
37216,August,40,Writer,18116.1,1552.675,3,9,34,7,14,9,7.43,13,Standard,1745.84,22.64714643,136,Yes,62.40101612,207.8512469,175.015237,Poor
37234,February,32,Architect,104506.98,,5,1,3,4,8,8,10.61,2,Good,684.55,34.80568166,398,No,340.1049572,232.044977,566.5415657,Good
37235,March,32,_______,104506.98,8986.915,5,1,3,4,5,8,10.61,2,Good,684.55,43.15956574,399,No,340.1049572,94.07350639,704.5130364,Good
37236,April,32,Architect,104506.98,,5,1,3,4,2,6,8.61,2,Good,684.55,31.89506948,400,No,340.1049572,225.4661928,603.12035,Good
37237,May,32,Architect,104506.98,8986.915,5,1,3,4,9,,10.61,2,Good,684.55,29.62866805,401,No,340.1049572,797.3092554,31.27728736,Good
37239,July,32,Architect,104506.98,8986.915,5,1,3,4,5,11,15.61,2,Good,684.55,31.004233,403,No,340.1049572,192.5802751,606.0062677,Good
37240,August,32,Architect,104506.98,8986.915,5,1,3,4,9,8,10.61,2,Good,684.55,33.7360339,404,No,340.1049572,628.9264285,219.6601142,Good
37244,April,41,Manager,19078.99,1867.915833,9,9,28,5,44,22,5.75,11,Bad,1367.42,28.0547436,143,Yes,44.88120482,,302.1082115,Poor
37245,May,41,Manager,19078.99,1867.915833,9,9,28,5,44,19,5.75,11,Bad,1367.42,25.72836807,144,Yes,44.88120482,71.74697582,360.1634027,Poor
37251,March,28,Lawyer,14129.42,1027.451667,5,4,27,5,29,,8.63,8,Standard,2550.42,35.44062912,207,Yes,55.22550618,134.9645389,202.5551216,Poor
37256,August,29,Lawyer,14129.42,,5,4,27,5,29,8,8.63,11,Standard,2550.42,38.901335,212,Yes,55.22550618,35.93056796,291.5890925,Poor
37259,March,30,Lawyer,40984.4,3655.366667,3,5,7,2,25,4,8,4,Good,292.09,33.99352893,259,No,56.96645846,58.34247792,500.2277303,Poor
37262,June,31,Lawyer,9336838,3655.366667,3,5,7,2,22,,9,4,Good,292.09,29.96171823,262,NM,56.96645846,125.3862113,433.1839969,Poor
37264,August,31,Lawyer,40984.4,3655.366667,3,5,7,2,25,1,9,5,Good,292.09,28.35298122,264,No,56.96645846,399.4505955,199.1196127,Poor
37266,February,27,Developer,15985.29,1210.985828,6,10,26,2,30,10,11.85,15,Standard,1336.47,36.96108761,162,Yes,101.9792214,119.4020179,282.2511829,Poor
37268,April,27,Developer,15985.29,1210.985828,6,10,26,2,30,,11.85,15,Standard,1336.47,29.71536432,164,Yes,101.9792214,,327.051094,Poor
37270,June,27,Developer,15985.29,1210.985828,6,10,26,2,27,7,11.85,15,Standard,1336.47,38.8762588,166,Yes,101.9792214,125.1533453,266.4998555,Poor
37292,April,50,Scientist,112056.36,9485.03,5,6,12,2,15,19,23.99,1,Standard,824.36,36.63131692,385,NM,117.2399282,110.0120079,971.2510639,Poor
37293,May,50,Scientist,112056.36,9485.03,5,6,12,2,15,19,16.99,1,Standard,824.36,40.4505924,386,Yes,117.2399282,111.7957165,959.4673553,Poor
